Name,Site type,Community,Location,lat,lon,lat2,lon2
Morganstown Castle Mound,Motte,Radyr and Morganstown,"51°31′45″N 3°15′28″W﻿ / ﻿51.5291°N 3.2579°W, ST128818",51.5195525,-3.2658810238118483,51.5195525,-3.2658810238118483
Twmpath Castle,Motte,Rhiwbina,"51°31′56″N 3°13′17″W﻿ / ﻿51.5323°N 3.2213°W, ST153822",51.5210847,-3.2139401,51.5210847,-3.2139401
Caer Castell Camp,Motte,Rumney,"51°31′00″N 3°06′56″W﻿ / ﻿51.5167°N 3.1156°W, ST226803",51.5077197,-3.1280845,51.5077197,-3.1280845
Castell Coch,Castle,Tongwynlais,"51°32′10″N 3°15′18″W﻿ / ﻿51.536°N 3.2549°W, ST130826",51.5317432,-3.2517878,51.5317432,-3.2517878
Relict Seawall on Rumney Great Wharf,Seawall,Trowbridge,"51°29′45″N 3°06′03″W﻿ / ﻿51.4958°N 3.1008°W, ST236780",51.31614545,-2.202432312992854,51.31614545,-2.202432312992854
"Three Palmerstonian Gun Batteries, Flat Holm",Battery,Butetown,"51°22′47″N 3°07′18″W﻿ / ﻿51.3798°N 3.1216°W, ST220651",51.4717535,-3.170915,51.4717535,-3.170915
Ely Tidal Harbour Coal Staithe Number One,Staithes,Grangetown,"51°26′52″N 3°10′58″W﻿ / ﻿51.4478°N 3.1827°W, ST179727",51.4692959,-3.1859415,51.4692959,-3.1859415
"The Wreck of the ""Louisa""",Boat,Grangetown,"51°27′33″N 3°10′46″W﻿ / ﻿51.4592°N 3.1795°W, ST181740",51.4692959,-3.1859415,51.4692959,-3.1859415
Queen Alexandra Dock Harbour Defence Gun Emplacement,Gun House,Butetown,"51°27′07″N 3°09′23″W﻿ / ﻿51.452°N 3.1564°W, ST197731",51.4717535,-3.170915,51.4717535,-3.170915
Melingriffith Water Pump,Pump,Whitchurch,"51°30′44″N 3°14′16″W﻿ / ﻿51.5122°N 3.2378°W, ST142799",52.9704092,-2.6852137,52.9704092,-2.6852137
Flat Holm Coastal and Anti-aircraft Defences,Battery,Butetown,"51°22′35″N 3°07′17″W﻿ / ﻿51.3765°N 3.1214°W, ST220647",51.4717535,-3.170915,51.4717535,-3.170915
Carn Besi Burial Chamber,Chambered tomb,Cilymaenllwyd,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°55′02″N 4°40′56″W﻿ / ﻿51.9171°N 4.6823°W, SN156276",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Cerrig Llwydion Burial Chamber,Chambered tomb,Cynwyl Elfed,"51°58′04″N 4°22′07″W﻿ / ﻿51.9679°N 4.3685°W, SN373325",51.9229202,-4.3668358,51.9229202,-4.3668358
"Morfa-Bychan Burial Chambers, Cairns, House Sites & Fields",Chambered tomb,Eglwyscummin,"51°44′15″N 4°34′38″W﻿ / ﻿51.7374°N 4.5772°W, SN221074",51.77547595,-4.5895410408882515,51.77547595,-4.5895410408882515
Burial Chamber near Cross Hands,Chambered tomb,Llanboidy,"51°52′33″N 4°37′21″W﻿ / ﻿51.8758°N 4.6224°W, SN195229",51.8799407,-4.5922363,51.8799407,-4.5922363
Dol-Wilym Burial Chamber,Chambered tomb,Llanboidy,"51°53′57″N 4°39′38″W﻿ / ﻿51.8993°N 4.6605°W, SN170256",51.8799407,-4.5922363,51.8799407,-4.5922363
Gelli Burial Chamber,Chambered Round Cairn,Llanfair-ar-y-bryn,"52°05′50″N 3°47′48″W﻿ / ﻿52.0972°N 3.7966°W, SN770458",52.054253900000006,-3.7341363809399697,52.054253900000006,-3.7341363809399697
Waun Pwtlyn Long Barrow,Long barrow,Llangadog,"51°55′04″N 3°52′44″W﻿ / ﻿51.9177°N 3.8788°W, SN708260",51.9379682,-3.8837633,51.9379682,-3.8837633
Meini Llwydion Burial Chamber,Chambered tomb,Llangain,"51°48′47″N 4°21′20″W﻿ / ﻿51.8131°N 4.3555°W, SN377153",51.81712555,-4.339808359050215,51.81712555,-4.339808359050215
Rhyd-Lydan Cromlech,Burial Chamber,Llangain,"51°49′08″N 4°21′11″W﻿ / ﻿51.819°N 4.353°W, SN379159",51.81712555,-4.339808359050215,51.81712555,-4.339808359050215
Coetan Samson Burial Chamber,Chambered tomb,Llangeler,"51°59′59″N 4°18′49″W﻿ / ﻿51.9998°N 4.3135°W, SN412360",52.0286552,-4.3719362,52.0286552,-4.3719362
Mynydd Llangyndeyrn Burial Chamber,Chambered tomb,Llangyndeyrn,"51°47′52″N 4°11′51″W﻿ / ﻿51.7978°N 4.1976°W, SN485133",51.8041861,-4.2382812,51.8041861,-4.2382812
Twlc y Filliast Burial Chamber,Chambered tomb,Llangynog,"51°49′08″N 4°24′45″W﻿ / ﻿51.8188°N 4.4124°W, SN338161",52.8246372,-3.4085806,52.8246372,-3.4085806
Fron Ucha Burial Chamber,Chambered tomb,Llansteffan,"51°46′15″N 4°23′57″W﻿ / ﻿51.7709°N 4.3993°W, SN345107",51.7724601,-4.3927996,51.7724601,-4.3927996
Berrisbrook Standing Stones,Standing stone,Cilycwm,"52°01′19″N 3°52′22″W﻿ / ﻿52.022°N 3.8727°W, SN716376",52.0450103,-3.8198121,52.0450103,-3.8198121
Maen Bach Standing Stone,Standing stone,Cilycwm,"52°05′22″N 3°51′14″W﻿ / ﻿52.0894°N 3.8539°W, SN730450",52.0450103,-3.8198121,52.0450103,-3.8198121
Mynydd Mallaen Standing Stone,Standing stone,Cilycwm,"52°05′11″N 3°50′48″W﻿ / ﻿52.0863°N 3.8467°W, SN735447",52.0450103,-3.8198121,52.0450103,-3.8198121
Troedrhiwhir standing stone,Standing stone,Cilycwm,"52°06′35″N 3°49′10″W﻿ / ﻿52.1096°N 3.8194°W, SN755472",52.0450103,-3.8198121,52.0450103,-3.8198121
Ty Newydd Standing Stone,Standing stone,Cilycwm,"52°05′56″N 3°47′14″W﻿ / ﻿52.0989°N 3.7871°W, SN776460",52.0450103,-3.8198121,52.0450103,-3.8198121
Capel Nebo Standing Stone,Standing stone,Cilymaenllwyd,"51°53′46″N 4°42′25″W﻿ / ﻿51.8961°N 4.7069°W, SN138254",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Maen Pica,Standing stone,Cilymaenllwyd,"51°53′39″N 4°43′00″W﻿ / ﻿51.8943°N 4.7166°W, SN131252",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Standing Stone 495m NW of Coynant,Standing stone,Cilymaenllwyd,"51°53′48″N 4°41′03″W﻿ / ﻿51.8967°N 4.6842°W, SN154254",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Standing Stone 630m NNW of Pant-yr-Odyn,Standing stone,Cilymaenllwyd,"51°53′51″N 4°41′26″W﻿ / ﻿51.8974°N 4.6906°W, SN149255",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Yr Allor,Standing stone,Cilymaenllwyd,"51°54′25″N 4°42′22″W﻿ / ﻿51.9069°N 4.706°W, SN139266",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Carreg Wen Standing Stone,Standing stone,Cynwyl Elfed,"51°58′28″N 4°23′34″W﻿ / ﻿51.9745°N 4.3927°W, SN357333",51.9229202,-4.3668358,51.9229202,-4.3668358
Gareg Hir Standing Stone,Standing stone,Cynwyl Elfed,"51°58′43″N 4°19′20″W﻿ / ﻿51.9787°N 4.3221°W, SN406336",51.9229202,-4.3668358,51.9229202,-4.3668358
Garreg Wen Standing Stone,Standing stone,Cynwyl Elfed,"51°57′09″N 4°25′46″W﻿ / ﻿51.9526°N 4.4294°W, SN331310",51.9229202,-4.3668358,51.9229202,-4.3668358
Nant Cilgwyn standing stone,Standing stone,Cynwyl Gaeo,"52°00′56″N 3°57′03″W﻿ / ﻿52.0155°N 3.9508°W, SN662370",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Bryngwyn Standing Stone,Standing stone,Dyffryn Cennen,"51°53′05″N 3°55′58″W﻿ / ﻿51.8847°N 3.9329°W, SN670224",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Ffairfach standing stone,Standing stone,Dyffryn Cennen,"51°52′34″N 3°59′49″W﻿ / ﻿51.876°N 3.997°W, SN626216",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Pen-Lan-Uchaf Standing Stone,Standing stone,Kidwelly,"51°45′04″N 4°18′06″W﻿ / ﻿51.7512°N 4.3017°W, SN412083",51.737114950000006,-4.304992344245819,51.737114950000006,-4.304992344245819
Delacorse Uchaf Standing Stone,Standing stone,Laugharne Township,"51°46′42″N 4°27′17″W﻿ / ﻿51.7782°N 4.4548°W, SN307116",51.761517999999995,-4.468816073907798,51.761517999999995,-4.468816073907798
Standing Stone & Round Cairns S of Tyle-Pengam,Standing stone,Llanddeusant,"51°53′17″N 3°47′43″W﻿ / ﻿51.8881°N 3.7954°W, SN765225",53.3394518,-4.4841474,53.3394518,-4.4841474
Group of Standing Stones NE of Llechdwnni,Standing stone,Llandyfaelog,"51°46′03″N 4°16′26″W﻿ / ﻿51.7676°N 4.2738°W, SN431101",51.7814467,-4.298605,51.7814467,-4.298605
Is-Coed-Uchaf Standing Stone,Standing stone,Llandyfaelog,"51°47′11″N 4°20′27″W﻿ / ﻿51.7865°N 4.3407°W, SN386123",51.7814467,-4.298605,51.7814467,-4.298605
Bryn-y-Rhyd Standing Stone,Standing stone,Llanedi,"51°45′22″N 4°02′48″W﻿ / ﻿51.7561°N 4.0467°W, SN588083",51.7425338,-4.0491124,51.7425338,-4.0491124
Llech Ciste Standing Stone,Standing stone,Llanegwad,"51°56′01″N 4°09′45″W﻿ / ﻿51.9336°N 4.1624°W, SN514283",51.8720033,-4.1522378,51.8720033,-4.1522378
Standing Stone S of Llwyn-Du Farm,Standing stone,Llangadog,"51°54′10″N 3°55′35″W﻿ / ﻿51.9027°N 3.9265°W, SN675244",51.9379682,-3.8837633,51.9379682,-3.8837633
Standing Stone NNW of Clomendy,Standing stone,Llangain,"51°48′32″N 4°20′28″W﻿ / ﻿51.809°N 4.3411°W, SN386148",51.81712555,-4.339808359050215,51.81712555,-4.339808359050215
Clos-Teg Standing Stones,Standing stone,Llangyndeyrn,"51°48′45″N 4°14′32″W﻿ / ﻿51.8124°N 4.2421°W, SN455150",51.8041861,-4.2382812,51.8041861,-4.2382812
Gwempa Standing Stone,Standing stone,Llangyndeyrn,"51°46′38″N 4°15′19″W﻿ / ﻿51.7772°N 4.2553°W, SN445111",51.8041861,-4.2382812,51.8041861,-4.2382812
Mynydd Llangyndeyrn Round Cairns,Standing stone,Llangyndeyrn,"51°47′55″N 4°12′00″W﻿ / ﻿51.7986°N 4.2°W, SN483133",51.8041861,-4.2382812,51.8041861,-4.2382812
Pen Celli Standing Stone,Standing stone,Llangyndeyrn,"51°48′04″N 4°15′53″W﻿ / ﻿51.801°N 4.2647°W, SN439137",51.8041861,-4.2382812,51.8041861,-4.2382812
Standing Stone NE of Halfway House,Standing stone,Llangyndeyrn,"51°47′10″N 4°14′44″W﻿ / ﻿51.7861°N 4.2456°W, SN452120",51.8041861,-4.2382812,51.8041861,-4.2382812
Meini Llwydion Group of Standing Stones,Standing stone,Llangynog,"51°47′56″N 4°26′45″W﻿ / ﻿51.7988°N 4.4458°W, SN314139",52.8246372,-3.4085806,52.8246372,-3.4085806
Bryn Maen Standing Stone,Standing stone,Llannon,"51°44′27″N 4°05′38″W﻿ / ﻿51.7409°N 4.0939°W, SN555067",52.2827412,-4.1755579,52.2827412,-4.1755579
Ffos-y-Maen Standing Stone,Standing stone,Llanpumsaint,"51°55′50″N 4°18′27″W﻿ / ﻿51.9306°N 4.3074°W, SN414283",51.9401412,-4.3043112,51.9401412,-4.3043112
Maen Llwyd Standing Stone,Standing stone,Llansteffan,"51°47′47″N 4°22′44″W﻿ / ﻿51.7964°N 4.3789°W, SN360135",51.7724601,-4.3927996,51.7724601,-4.3927996
Maen Melyn Standing Stone,Standing stone,Llansteffan,"51°47′22″N 4°23′53″W﻿ / ﻿51.7894°N 4.398°W, SN347127",51.7724601,-4.3927996,51.7724601,-4.3927996
Maen Gwyn Hir,Standing stone,Llanwinio,"51°56′31″N 4°33′47″W﻿ / ﻿51.942°N 4.5631°W, SN239301",51.9089723,-4.5274092,51.9089723,-4.5274092
Pant-Teg Standing Stone,Standing stone,Llanybydder,"52°02′44″N 4°06′42″W﻿ / ﻿52.0456°N 4.1117°W, SN552406",52.0735984,-4.1548796,52.0735984,-4.1548796
Hirfaen Standing Stone,Standing stone,Llanycrwys,"52°05′57″N 4°00′34″W﻿ / ﻿52.0993°N 4.0094°W, SN624464",52.089287,-3.9794127,52.089287,-3.9794127
Mynydd Myddfai Standing Stones,Standing stone,Myddfai,"51°56′28″N 3°44′14″W﻿ / ﻿51.9411°N 3.7371°W, SN806283",51.9559783,-3.7880826,51.9559783,-3.7880826
Lower Court Standing Stone,Standing stone,St Clears,"51°48′24″N 4°27′21″W﻿ / ﻿51.8066°N 4.4558°W, SN307148",51.8206559,-4.4946965,51.8206559,-4.4946965
Trefenty Standing Stone,Standing stone,St Clears,"51°47′45″N 4°27′36″W﻿ / ﻿51.7958°N 4.4599°W, SN304136",51.8206559,-4.4946965,51.8206559,-4.4946965
Is-Coed Standing Stone,Standing stone,St Ishmael,"51°46′33″N 4°20′54″W﻿ / ﻿51.7759°N 4.3483°W, SN380111",51.761927799999995,-4.3488059101879895,51.761927799999995,-4.3488059101879895
Round Barrow 200m SSW of Felin-Wen-Isaf,Round barrow,Abergwili,"51°52′05″N 4°14′11″W﻿ / ﻿51.8681°N 4.2364°W, SN461212",51.8655434,-4.2719009,51.8655434,-4.2719009
Crug Pant y Bugail round barrow,Round barrow,Abernant,"51°53′47″N 4°23′04″W﻿ / ﻿51.8965°N 4.3844°W, SN360246",51.7192929,-3.4326526,51.7192929,-3.4326526
Crug Gorllwyn Round Barrow,Round barrow,Cenarth,"51°58′47″N 4°26′42″W﻿ / ﻿51.9798°N 4.4449°W, SN321340",52.0447075,-4.5255539,52.0447075,-4.5255539
Moelfre Round Barrows,Round barrow,Cenarth,"51°59′54″N 4°26′23″W﻿ / ﻿51.9982°N 4.4396°W, SN326361",52.0447075,-4.5255539,52.0447075,-4.5255539
Burnt Mound on Esgair Ferchon,Burnt mound,Cilycwm,"52°04′17″N 3°51′46″W﻿ / ﻿52.0713°N 3.8628°W, SN724430",52.0450103,-3.8198121,52.0450103,-3.8198121
Cairns & Stone Circle S of Pen-y-Raglan-Wynt,Ring cairn,Cilycwm,"52°07′41″N 3°50′47″W﻿ / ﻿52.1281°N 3.8465°W, SN736493",52.0450103,-3.8198121,52.0450103,-3.8198121
Crugiau Merched Cairns,Round cairn,Cilycwm,"52°05′36″N 3°52′00″W﻿ / ﻿52.0934°N 3.8667°W, SN722455",52.0450103,-3.8198121,52.0450103,-3.8198121
Nantiwrch round barrow,Round barrow,Cilycwm,"52°02′19″N 3°52′54″W﻿ / ﻿52.0386°N 3.8817°W, SN710394",52.0450103,-3.8198121,52.0450103,-3.8198121
Troedrhiwhir Mountain ring cairn,Ring cairn,Cilycwm,"52°06′50″N 3°49′45″W﻿ / ﻿52.1139°N 3.8292°W, SN748477",52.0450103,-3.8198121,52.0450103,-3.8198121
Cairn Circle 585m NE of Meini Gwyr,Round barrow,Cilymaenllwyd,"51°54′39″N 4°41′50″W﻿ / ﻿51.9107°N 4.6973°W, SN145270",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Castell Garw,Henge,Cilymaenllwyd,"51°54′35″N 4°41′42″W﻿ / ﻿51.9098°N 4.695°W, SN147269",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Earthwork 125m South West of Meini Gwyr,Ring cairn,Cilymaenllwyd,"51°54′21″N 4°42′14″W﻿ / ﻿51.9058°N 4.7039°W, SN140264",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Meini Gwyr,Henge,Cilymaenllwyd,"51°54′25″N 4°42′11″W﻿ / ﻿51.9069°N 4.7031°W, SN141266",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Pant y Menyn Round Barrow,Round barrow,Cilymaenllwyd,"51°54′08″N 4°41′59″W﻿ / ﻿51.9023°N 4.6998°W, SN143260",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
"Round Barrow SE of Goodwins Row, Efailwen",Round barrow,Cilymaenllwyd,"51°54′05″N 4°42′22″W﻿ / ﻿51.9014°N 4.7061°W, SN139259",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
"Tumulus N of Goodwins Row, Efailwen",Ring cairn,Cilymaenllwyd,"51°54′13″N 4°42′19″W﻿ / ﻿51.9037°N 4.7054°W, SN139262",51.89414105,-4.69415943642614,51.89414105,-4.69415943642614
Crugiau Round Barrows,Round barrow,Clynderwen,"51°51′08″N 4°43′38″W﻿ / ﻿51.8523°N 4.7271°W, SN122205",51.8416442,-4.7291822,51.8416442,-4.7291822
Banc Crucorford round cairn,Round cairn,Cwmamman,"51°49′32″N 3°55′53″W﻿ / ﻿51.8256°N 3.9313°W, SN670158",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Bancbryn cairn cemetery,Round cairn,Cwmamman,"51°46′30″N 3°54′17″W﻿ / ﻿51.7751°N 3.9048°W, SN686102",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Bancbryn cairn cemetery [east],Round cairn,Cwmamman,"51°46′21″N 3°53′49″W﻿ / ﻿51.7726°N 3.897°W, SN692099",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Bancbryn platform cairn,Platform Cairn,Cwmamman,"51°46′24″N 3°54′03″W﻿ / ﻿51.7732°N 3.9008°W, SN689099",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Bodyst-uchaf ring cairn,Ring cairn,Cwmamman,"51°47′30″N 3°56′24″W﻿ / ﻿51.7918°N 3.9401°W, SN662121",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Round Cairns 430m North West of Henrhyd,Round cairn,Cwmamman,"51°46′32″N 3°55′46″W﻿ / ﻿51.7756°N 3.9294°W, SN669103",51.8039321,-3.9182378147162016,51.8039321,-3.9182378147162016
Carn Wen Round Barrow,Round barrow,Cynwyl Elfed,"51°58′52″N 4°19′57″W﻿ / ﻿51.9811°N 4.3326°W, SN398339",51.9229202,-4.3668358,51.9229202,-4.3668358
Crug Bach Round Barrow,Round barrow,Cynwyl Elfed,"51°58′40″N 4°20′24″W﻿ / ﻿51.9779°N 4.3399°W, SN393336",51.9229202,-4.3668358,51.9229202,-4.3668358
Crug Fach Round Barrow,Round barrow,Cynwyl Elfed,"51°57′31″N 4°20′09″W﻿ / ﻿51.9586°N 4.3357°W, SN396314",51.9229202,-4.3668358,51.9229202,-4.3668358
Crug Glas Round Barrow,Round barrow,Cynwyl Elfed,"51°58′36″N 4°20′38″W﻿ / ﻿51.9767°N 4.3438°W, SN391334",51.9229202,-4.3668358,51.9229202,-4.3668358
Crug Ieuan Round Barrow,Round barrow,Cynwyl Elfed,"51°57′14″N 4°27′25″W﻿ / ﻿51.9539°N 4.457°W, SN312312",51.9229202,-4.3668358,51.9229202,-4.3668358
Nant-Gronw Round Barrows,Round barrow,Cynwyl Elfed,"51°58′07″N 4°23′09″W﻿ / ﻿51.9687°N 4.3858°W, SN362327",51.9229202,-4.3668358,51.9229202,-4.3668358
Banc Maes-yr-Haidd barrows,Round barrow,Cynwyl Gaeo,"52°04′12″N 3°54′14″W﻿ / ﻿52.0699°N 3.9039°W, SN696429",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Bryn Bedd round barrow,Round barrow,Cynwyl Gaeo,"52°06′33″N 3°56′30″W﻿ / ﻿52.1091°N 3.9416°W, SN671474",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Cairn Groups on Garn Fawr,Ring cairn,Cynwyl Gaeo,"52°06′56″N 3°51′47″W﻿ / ﻿52.1156°N 3.863°W, SN725480",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Carn Fawr Round Cairn,Round cairn,Cynwyl Gaeo,"52°08′05″N 3°56′47″W﻿ / ﻿52.1346°N 3.9463°W, SN668502",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Carn Nant-yr-ast round cairn,Round cairn,Cynwyl Gaeo,"52°07′43″N 3°52′11″W﻿ / ﻿52.1287°N 3.8698°W, SN721494",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Cefn y Bryn Ring Cairn,Ring cairn,Cynwyl Gaeo,"52°04′21″N 3°52′50″W﻿ / ﻿52.0724°N 3.8805°W, SN712432",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Craig Twrch round cairn,Round cairn,Cynwyl Gaeo,"52°07′26″N 3°57′25″W﻿ / ﻿52.124°N 3.957°W, SN661491",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Esgair Ffraith Round Cairns,Round cairn,Cynwyl Gaeo,"52°06′57″N 3°58′33″W﻿ / ﻿52.1158°N 3.9757°W, SN648482",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Pen Cerrigdiddos Round Cairns,Round barrow,Cynwyl Gaeo,"52°04′29″N 3°52′49″W﻿ / ﻿52.0747°N 3.8802°W, SN712434",52.06538105,-3.9539738491660827,52.06538105,-3.9539738491660827
Burnt Mound 450m ENE of Caeglas Farm,Burnt mound,Dyffryn Cennen,"51°52′12″N 3°59′06″W﻿ / ﻿51.8701°N 3.985°W, SN634209",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Tair Carn Isaf Cairns,Round cairn,Dyffryn Cennen,"51°50′01″N 3°54′45″W﻿ / ﻿51.8336°N 3.9125°W, SN683167",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Two Burnt Mounds 350m W of Cwrtbrynbeirdd,Burnt mound,Dyffryn Cennen,"51°50′46″N 3°56′12″W﻿ / ﻿51.8461°N 3.9368°W, SN666181",51.85847015,-3.9750666550597265,51.85847015,-3.9750666550597265
Castle Heli Mound,Round barrow,Eglwyscummin,"51°45′51″N 4°37′09″W﻿ / ﻿51.7641°N 4.6193°W, SN193105",51.77547595,-4.5895410408882515,51.77547595,-4.5895410408882515
"Garness Farm, round barrow 400m to SW of",Round barrow,Eglwyscummin,"51°44′26″N 4°35′23″W﻿ / ﻿51.7406°N 4.5897°W, SN212078",51.77547595,-4.5895410408882515,51.77547595,-4.5895410408882515
Ring Cairn 120m NE of Heol Ddu,Ring cairn,Gorslas,"51°49′00″N 4°07′04″W﻿ / ﻿51.8166°N 4.1179°W, SN541152",51.8031593,-4.07366,51.8031593,-4.07366
Crug Elwin Round Barrow,Round barrow,Llanboidy,"51°55′49″N 4°34′07″W﻿ / ﻿51.9304°N 4.5687°W, SN234288",51.8799407,-4.5922363,51.8799407,-4.5922363
Crug Hywel Round Barrow,Round barrow,Llanboidy,"51°54′31″N 4°35′52″W﻿ / ﻿51.9087°N 4.5978°W, SN214265",51.8799407,-4.5922363,51.8799407,-4.5922363
Lan Round Barrows,Round barrow,Llanboidy,"51°53′29″N 4°36′24″W﻿ / ﻿51.8914°N 4.6067°W, SN207246",51.8799407,-4.5922363,51.8799407,-4.5922363
Pant-Glas Round Barrow,Round barrow,Llanboidy,"51°54′18″N 4°35′47″W﻿ / ﻿51.9049°N 4.5964°W, SN214261",51.8799407,-4.5922363,51.8799407,-4.5922363
Two Round Barrows near Crossroads N of Eglwsfair-a-Churig Church,Round barrow,Llanboidy,"51°54′43″N 4°36′59″W﻿ / ﻿51.9119°N 4.6163°W, SN201269",51.8799407,-4.5922363,51.8799407,-4.5922363
Arhosfa'r Garreg-lwyd barrow,Round barrow,Llanddeusant,"51°55′21″N 3°44′58″W﻿ / ﻿51.9224°N 3.7494°W, SN797263",53.3394518,-4.4841474,53.3394518,-4.4841474
Carn y Gigfran,Round cairn,Llanddeusant,"51°52′55″N 3°46′37″W﻿ / ﻿51.8819°N 3.777°W, SN777218",53.3394518,-4.4841474,53.3394518,-4.4841474
Carnau'r Gareg Las,Round cairn,Llanddeusant,"51°52′04″N 3°46′38″W﻿ / ﻿51.8677°N 3.7772°W, SN777202",53.3394518,-4.4841474,53.3394518,-4.4841474
